Word,Iconicity
fell,1.714285714
felt,0.928571429
fence,0.25
festival,2.2
fetid,0.111111111
fever,0.071428571
feverish,0.692307692
few,2.5
fiberglass,-1.1
fibrous,2.5
fiddle,1
fight,0.363636364
file,-0.071428571
filmy,1.8
filth,1.666666667
filthy,2.230769231
finance,1
finch,-0.5
find,0
fine,-0.461538462
finger,0.181818182
fingernail,-0.153846154
finish,0.181818182
fire,1.461538462
fireworks,1.9
firm,-0.066666667
first,1.3
fish,0.071428571
fishy,1.928571429
fit,0.470588235
five,0.769230769
fix,0.538461538
flabby,2.818181818
flag,-0.785714286
flake,1
flaky,2.833333333
flamingo,0
flannel,0.9
flap,2.769230769
flash,3.727272727
flat,2.307692308
flavor,0.428571429
flavorsome,1.5
flea,1.363636364
flee,0.5
fleet,-0.5
flesh,0.916666667
fleshy,0.307692308
flexible,0.636363636
flick,2.615384615
flicker,2.75
flickering,1.692307692
flimsy,1.8
fling,1.818181818
flirt,1.083333333
float,0.545454545
floor,0.5
flop,3.142857143
floppy,2.416666667
floral,1.25
flounder,0.3
flow,1.846153846
flower,-0.083333333
flowery,1.538461538
fluff,3.214285714
fluffy,3.5
fluid,1.083333333
flute,1.545454545
flutter,2.7
fly,1.923076923
foam,1.615384615
foamy,2
fog,0.857142857
foggy,1.571428571
fold,0.636363636
foldable,0.7
follow,0.142857143
food,1.071428571
fool,0
foot,-0.4
football,-1
for,-1.4
forest,0.461538462
fork,0.818181818
forked,0.857142857
form,0.615384615
formation,0.230769231
formica,-0.8
fortune,0.428571429
four,-0.307692308
fox,0.363636364
fragile,1
fragrant,0.384615385
frayed,1
freak,1.357142857
free,0.769230769
freeze,1.066666667
freezer,2.916666667
freezing,1.357142857
fresh,1.692307692
fridge,0.545454545
friend,0.818181818
frigid,2.363636364
fringy,0.2
frizzy,2.8
frog,2.181818182
frolic,1.7
frost,0.615384615
frosty,1.307692308
frown,1.454545455
frozen,1.909090909
fruit,1
fruity,0.769230769
full,1.785714286
fun,0.833333333
function,-0.571428571
funeral,0.4
furl,-1.2
furry,2.1
fuss,-0.230769231
future,1.071428571
fuzzy,3.071428571
gallant,-0.538461538
gallery,1.4
gallop,2.166666667
game,0.066666667
gamy,0.25
gander,-0.916666667
garage,0.133333333
garbage,0.333333333
garden,-0.1875
garlic,0.230769231
garlicky,1.846153846
gate,0.25
gecko,-0.181818182
geese,-0.166666667
gelatinous,-0.454545455
gem,1
gentle,2.642857143
geography,0.727272727
gesture,-0.333333333
get,-0.583333333
ghost,0.5
giant,0.538461538
gift,0.785714286
gigantic,2.384615385
giggle,3
giggling,2.428571429
giraffe,-1.19047619
girl,0.636363636
give,1.272727273
glacier,0.9
glamor,1.5
glamorous,1.333333333
glare,1.083333333
glaring,2.272727273
glass,0.8
glasses,0.416666667
glassy,1.3
gleam,1.4375
gleaming,1.166666667
glide,3
glimmer,2.1
glint,1.142857143
glisten,1.454545455
glistening,1.846153846
glitter,1.076923077
glittery,2.5
globe,-0.571428571
globular,0.5
gloom,1.916666667
glory,1.083333333
gloss,2.357142857
glossy,2.071428571
gloves,-1.1
glow,1.153846154
glowing,2
glue,0.6
gluey,1.7
gnarled,2.909090909
go,1.454545455
goal,0.583333333
goat,-0.2
god,0.230769231
gold,0.692307692
goldfish,2.5
golfball,0.818181818
gong,3.090909091
gonna,-0.4
goo,3.153846154
good,0.928571429
gooey,3.272727273
goopy,4.2
goose,0.230769231
gopher,1.7
gorgeous,-0.076923077
gorilla,0.818181818
gotta,0
gown,-0.727272727
grace,1.692307692
grade,0.615384615
grain,0.133333333
grainy,1.076923077
granular,-1.076923077
granule,-1.307692308
grape,0.909090909
grapefruit,1.090909091
grapes,-0.8125
grass,1.1
grasshopper,2.3
grassy,2.333333333
grater,1.6
gratitude,0.9
grave,1.642857143
gravelly,1
gray,1.2
grease,1.571428571
greasy,1.230769231
greed,1.090909091
green,1.1
grenade,-0.4
grey,0.692307692
grief,0.3
grimy,1.5
grind,2
grinding,2.307692308
grippy,2.1
grit,1.266666667
gritty,2.571428571
groan,3.230769231
groaning,2.153846154
grooved,2.272727273
grotesque,0.857142857
groundhog,0.636363636
growl,2.923076923
growling,2.642857143
grr,2
grub,1.846153846
grubby,1.5
guild,0.166666667
guilt,-0.153846154
guitar,0.545454545
gum,1.6
gun,0.5
gunshot,1.1
guppy,0.727272727
gurgle,4.416666667
gurgling,1.928571429
gush,3.272727273
guts,0.571428571
hair,-0.416666667
hairbrush,0.4
hairpin,0.2
hairy,1.538461538
ham,-0.363636364
hamburger,-0.357142857
hammer,1.384615385
hamster,-1.909090909
hand,0.388888889
handgun,1.727272727
handsome,-0.307692308
hang,0
happy,2.076923077
hard,3.692307692
hare,-0.2
harm,0.230769231
harmonica,0.7
harmony,1.538461538
harp,0.2
harpoon,1.1
harpsichord,0
harsh,2.642857143
hasten,-0.6
hat,1.461538462
hatchet,1.8
hate,1.4375
have,-0.266666667
hawk,2.3
haze,1
hazy,2.307692308
he,1.058823529
head,0.6875
health,1.083333333
hear,0.066666667
heart,0.928571429
heat,1.461538462
heave,3.285714286
heaven,0
heavy,1.1
hedgehog,0.416666667
helicopter,0.909090909
hell,1
hello,2.1
helmet,0.9
help,1.533333333
hen,0.454545455
her,0.7
herb,0.230769231
herby,-0.466666667
here,-0.2
heredity,0.5
heresy,-0.181818182
hero,-0.153846154
heroin,0.1
heroism,1
hers,1.214285714
hi,0.8
hide,1.142857143
high,2.636363636
highlighter,1.636363636
hike,1.181818182
him,0.583333333
hippo,0
hippopotamus,1.3
his,0.588235294
hiss,4.153846154
hissing,4.461538462
hit,1
hoarse,1.538461538
hobble,2.6
hockey,0.6
hoe,-1.454545455
hog,0
hold,0.846153846
hole,2.538461538
holey,-0.7
holiday,0.7
hollow,1.5
holy,0.769230769
home,2
honest,0.214285714
honey,1.642857143
honeydew,0.545454545
honeyed,0.2
honeymoon,0.5
hook,1.454545455
hoot,3.428571429
hop,3.3
hope,1.125
horn,1.3
hornet,0.909090909
horse,-0.363636364
hose,0.642857143
hot,2
hound,1.1
hour,-0.071428571
house,0.454545455
housefly,0.4
household,0.230769231
how,0.461538462
howl,4
howling,3.545454545
hug,2
huge,2.538461538
hum,3.769230769
humid,0.384615385
humming,4.466666667
hummingbird,1.454545455
humor,-1.083333333
hump,2.153846154
hungry,1.285714286
hunt,0.357142857
hurl,2.181818182
hurricane,0.6
hurry,0.75
hurt,0.9
hurtle,0
husband,0
hush,2.230769231
hushed,2.454545455
husky,1.285714286
hut,1.1
hyena,-0.6
I,3.181818182
ice,0.642857143
icky,4.2
icy,1.090909091
ideal,-0.285714286
idiot,0.583333333
if,0.636363636
iguana,0.4
illicit,-0.384615385
image,-0.076923077
imagination,1.727272727
immense,2.076923077
impress,0
impression,0.615384615
improvise,0.357142857
in,1.461538462
inanimate,-0.727272727
incentive,-0.615384615
incest,-1.066666667
inch,1.833333333
incident,0.133333333
income,0.214285714
increase,1.071428571
independence,1.285714286
indestructible,1.272727273
infinity,0.5
inflexible,0.909090909
influence,0.416666667
inform,0.461538462
information,1.357142857
injure,-0.3
injury,-0.416666667
inn,0.5
innocuous,-1.923076923
inside,0.9
insipid,0.066666667
instance,-0.272727273
insulated,0.6
insult,0.833333333
intellect,0.727272727
intent,-0.5
intention,0.571428571
interim,-0.4
interior,-0.083333333
interview,0.6
into,-0.823529412
intricate,1.090909091
intruder,0.9
invade,1
invader,1.272727273
invent,-0.266666667
invention,0.833333333
investigate,0.384615385
investigation,-0.166666667
invite,0.230769231
irate,1.285714286
ire,0.4
is,-0.142857143
island,1.636363636
issue,-0.333333333
it,1
itch,2.583333333
itchy,2.25
item,-0.181818182
jacket,0.5
jag,0.916666667
jagged,1.846153846
jaguar,1.916666667
jail,0.5
jam,0.571428571
jammy,1.2
jar,0.461538462
javelin,0.875
jay,0.454545455
jealous,-0.428571429
jealousy,1.3
jeans,0
jeep,0.166666667
jello,2.25
jelly,1.6
jerk,0.909090909
jet,0.833333333
jewel,1.25
jiggle,2.583333333
jingle,2.769230769
jingling,2.916666667
job,0.307692308
jog,0.454545455
jogger,0.1
join,0
joke,0.545454545
jolt,3.1
joy,0.785714286
juggler,2.6
juice,0.615384615
juicy,3
jump,1
junior,-0.1
kangeroo,0.833333333
ketchup,0.3
kettle,1.454545455
key,0.3
keyboard,1
keys,0.9375
khaki,-0.833333333
kick,1.95
kid,1.454545455
kill,1.692307692
killer,2.090909091
kind,-0.357142857
king,0.75
kingdom,1.923076923
kiss,1.25
kitchen,-0.058823529
kite,-0.166666667
kitten,0.1
kitty,0
kleenex,2.9
knack,0.7
knapsack,0.1
knave,-0.363636364
knee,0.133333333
kneel,2
knew,0.25
knife,0.523809524
knight,1.4
knit,0.181818182
knitted,0.3
knob,0.7
knobby,1.7
knock,3.0625
knoll,-0.818181818
knot,-0.636363636
know,0.769230769
knowledge,0.384615385
knuckle,1.230769231
knuckles,1.1
knurl,0.454545455
koala,0.5
lacrosse,-0.545454545
lacy,0.818181818
ladder,1.384615385
ladle,0.153846154
lady,-0.076923077
ladybug,0
lake,-0.272727273
lamb,0.416666667
lamp,0.071428571
land,-0.8
landscape,1.2
landslide,1.166666667
lane,0.583333333
lantern,0.5
large,1.538461538
lark,-0.9
last,0.615384615
later,-0.3
laugh,0.75
laughing,0.5
laughter,0.909090909
lava,0.272727273
lawn,0.6
lead,-0.307692308
leaf,-0.785714286
leap,1.818181818
leather,1.266666667
leathery,1.307692308
leave,0.615384615
lecture,0.7
leech,2
left,0.454545455
leg,0.315789474
legit,-0.615384615
lemme,-0.9
lemon,-0.615384615
lemonade,0.6
lemony,0.461538462
leopard,0.4
leotards,-1
letter,-0.363636364
lettuce,-0.090909091
level,1.615384615
liberty,-0.090909091
library,0.454545455
lice,-0.727272727
lick,1.166666667
lie,-0.636363636
life,0.333333333
lifejacket,0.7
lift,0.571428571
light,0.9
lightbulb,1
lightning,2.2
like,-0.333333333
lilting,1.230769231
limbo,0.230769231
lime,0.5
limited,-1.363636364
limousine,1
limp,3
lion,-0.352941176
lip,0.714285714
lips,2.307692308
lipstick,2.4
liquid,1.5
liquor,1.090909091
listen,0.75
lithe,0.846153846
little,1.15
live,0.416666667
liver,0.307692308
lizard,1.666666667
load,0.0625
loan,0
lobster,-0.636363636
lollipop,1.333333333
long,0.090909091
look,1.818181818
loop,2.416666667
loose,1.416666667
lope,1.1
lopsided,1.545454545
lose,-0.307692308
loss,0.666666667
loud,1.2
louse,0.333333333
love,1.125
low,2.916666667
lubricated,1.909090909
luck,-0.076923077
lukewarm,0.75
lumber,0.727272727
lump,2.384615385
lumpy,1.692307692
lunch,0.5
lung,0.384615385
lush,1.642857143
lynx,-0.909090909
macaw,0.272727273
machete,0.181818182
machine,0.666666667
mackerel,0.545454545
mad,0.733333333
magazine,-0.3
magic,1.266666667
magpie,-0.916666667
main,0.692307692
major,0.428571429
majority,0.666666667
make,0.642857143
malice,0.2
malt,-0.857142857
malty,-0.714285714
mammal,0.166666667
man,0.647058824
manage,-0.125
management,0.428571429
mandarin,-0.636363636
manic,0.307692308
many,0.076923077
marble,1.4
march,0.923076923
martial,0.083333333
mash,3
mass,0.384615385
master,1.571428571
mat,0.545454545
mate,0
matted,1.2
matter,-0.5
maxi,0.545454545
me,0.6
